,Apple,Tesla,bond_rate,Dow,tech_index,health_index,consumer_dis_index,consumer_staples_index,energy_index,financial_index,industrial_index,material_index,real_estate_index,utilities_index,JPYUSD,CNYUSD,EURUSD,date,country,month,log_apple,log_tesla
8782,24.848474502563477,15.114666938781738,1.3980000019073486,17050.75,37.28086471557617,59.64228439331055,70.73065948486328,39.91645812988281,49.38334274291992,16.22168731689453,45.80894470214844,37.534854888916016,22.92745018005371,33.91914367675781,0.008339240215718746,0.15757709741592407,1.1239995956420898,2015-10-08,US,10,3.2127963624314817,2.715665592843539
8783,25.44302749633789,14.712667465209961,1.406000018119812,17084.490234375,37.4433479309082,59.913665771484375,70.81268310546875,40.00542068481445,49.06310272216797,16.117660522460938,45.96393966674805,37.51787185668945,22.889507293701172,33.75727844238281,0.008338266983628273,0.1576416790485382,1.1286935806274414,2015-10-09,US,10,3.2364417367505394,2.6887088550337617
8784,25.325023651123047,14.371999740600586,1.399999976158142,17131.859375,37.48847961425781,60.07123947143555,71.1498031616211,40.11058807373047,48.4296989440918,16.131526947021484,45.972557067871094,37.1949462890625,23.033700942993164,34.05790710449219,0.00832092110067606,0.15784572064876556,1.1369967460632324,2015-10-12,US,10,3.2317929840384787,2.665281851202329
8785,25.368139266967773,14.616666793823242,1.3619999885559082,17081.890625,37.4072380065918,59.31837463378906,70.7671127319336,39.86792755126953,47.92441177368164,16.006694793701172,45.481746673583984,37.05047607421875,22.889507293701172,33.980831146240234,0.008332569152116776,0.15840329229831696,1.135550618171692,2015-10-13,US,10,3.233494027088833,2.682162438849506
8786,25.009597778320312,14.458666801452637,1.2799999713897705,16924.75,37.335025787353516,59.204566955566406,70.04733276367188,39.40688705444336,48.337158203125,15.874916076660156,44.99092483520508,37.34791564941406,22.889507293701172,33.97311019897461,0.008352823555469513,0.1579204946756363,1.138498306274414,2015-10-14,US,10,3.21925966232599,2.6712940134103578
8787,25.384021759033203,14.753999710083008,1.3329999446868896,17141.75,37.813453674316406,60.526451110839844,70.95848083496094,39.762786865234375,49.20542526245117,16.235549926757812,45.481746673583984,37.44989013671875,22.821197509765625,34.47418975830078,0.008415383286774158,0.15778595209121704,1.147552251815796,2015-10-15,US,10,3.234119911475343,2.69151421281205
8788,25.19794464111328,15.133999824523926,1.3459999561309814,17215.970703125,37.88566207885742,61.0692253112793,71.33203887939453,40.1429328918457,49.26947784423828,16.3326473236084,45.249244689941406,37.466880798339844,23.255311965942383,34.52045440673828,0.00839983206242323,0.15782329440116882,1.1368157863616943,2015-10-16,US,10,3.226762429330444,2.716943856677505
8789,25.354528427124023,15.206666946411133,1.3459999561309814,17230.5390625,38.030086517333984,61.288055419921875,71.66912841796875,40.32089614868164,48.29448699951172,16.318777084350586,45.30951690673828,37.20344161987305,23.527006149291992,34.54357147216797,0.008384338580071926,0.15766404569149017,1.1361054182052612,2015-10-19,US,10,3.2329573502621125,2.7217339465843047
8790,25.81745719909668,14.20199966430664,1.3880000114440918,17217.109375,37.930789947509766,60.32509994506836,71.5780258178711,40.296607971191406,48.4296989440918,16.415874481201172,45.610904693603516,37.26293182373047,23.549779891967773,34.659210205078125,0.0083679910749197,0.15747784078121185,1.132900595664978,2015-10-20,US,10,3.2510508987368008,2.6533827761228532
8791,25.815183639526367,14.005999565124512,1.3589999675750732,17168.609375,37.641937255859375,59.78234100341797,71.25914001464844,40.30470275878906,47.83190155029297,16.297977447509766,45.6195182800293,36.9315071105957,23.56874656677246,34.58982849121094,0.008348639123141766,0.15776851773262024,1.1353960037231445,2015-10-21,US,10,3.250962831981552,2.6394857781840972
8792,26.210037231445312,14.114666938781738,1.3450000286102295,17489.16015625,38.49045944213867,59.423431396484375,72.19760131835938,41.1054573059082,48.693023681640625,16.561511993408203,46.89389419555664,37.9427604675293,23.867013931274414,34.990684509277344,0.008344319649040699,0.1577461212873459,1.134803295135498,2015-10-22,US,10,3.2661424378396595,2.647214465166464
8793,27.02243995666504,13.939332962036133,1.4149999618530273,17646.69921875,39.564666748046875,60.69276428222656,72.55290985107422,41.040767669677734,48.579158782958984,16.7418270111084,47.066097259521484,38.257171630859375,23.58013153076172,34.37398147583008,0.008274036459624767,0.15752993524074554,1.108094573020935,2015-10-23,US,10,3.296667630330178,2.6347145535444674
8794,26.160114288330078,14.350666999816895,1.3980000019073486,17623.05078125,39.41120529174805,60.92915344238281,73.06314849853516,40.959869384765625,47.39065170288086,16.672473907470703,46.96278381347656,37.9427604675293,23.610488891601562,34.250633239746094,0.008244294673204422,0.15775109827518463,1.1020376682281494,2015-10-26,US,10,3.2642358953994117,2.663796421948907
8795,25.994457244873047,14.023332595825195,1.3569999933242798,17581.4296875,39.185516357421875,62.0496940612793,72.7169189453125,41.01649475097656,46.821311950683594,16.575387954711914,46.446144104003906,37.78129196166992,23.616565704345703,34.12729263305664,0.008267947472631931,0.15764912962913513,1.1065986156463623,2015-10-27,US,10,3.2578833324052816,2.6407225563428183
8796,27.0655517578125,14.197333335876465,1.4589999914169312,17779.51953125,39.772281646728516,62.566165924072266,73.40937805175781,40.781925201416016,47.8603630065918,16.963760375976562,46.81638717651367,38.350650787353516,23.530799865722656,33.76496887207031,0.008300339803099632,0.15764912962913513,1.1037039756774902,2015-10-28,US,10,3.2982617664373173,2.6530541537237187
8797,27.351482391357422,14.108667373657227,1.531999945640564,17755.80078125,39.663944244384766,62.84629821777344,73.61893463134766,40.79810333251953,48.102333068847656,16.94295883178711,46.79055404663086,38.427120208740234,23.6378173828125,33.572242736816406,0.008274036459624767,0.15749767422676086,1.0928961038589478,2015-10-29,US,10,3.308770728180074,2.646789315880525
8798,27.11774444580078,13.795332908630371,1.527999997138977,17663.5390625,39.40218734741211,62.45235061645508,73.77384185791016,40.34515380859375,48.41546630859375,16.700225830078125,46.73030090332031,38.47812271118164,23.48906135559082,33.7264289855957,0.00826446246355772,0.15756219625473022,1.0993843078613281,2015-10-30,US,10,3.3001882902108024,2.6243303399355393
8799,27.498979568481445,14.252667427062988,1.5640000104904175,17828.759765625,39.75422286987305,63.78301239013672,74.11092376708984,40.587799072265625,49.54703140258789,16.92908477783203,47.27277755737305,38.71605682373047,23.48906135559082,33.76496887207031,0.008299099281430244,0.15852633118629456,1.102596640586853,2015-11-02,US,11,3.314148897383384,2.6569440770612665
8800,27.814414978027344,13.890000343322754,1.593999981880188,17918.150390625,39.96183776855469,63.55540466308594,74.39339447021484,40.39368438720703,50.813819885253906,16.956825256347656,47.30720138549805,38.869014739990234,23.792638778686523,33.86518859863281,0.008278967812657356,0.1580427885055542,1.1016006469726562,2015-11-03,US,11,3.3255544106987465,2.631169181483513
8801,27.68506622314453,15.442000389099121,1.6369999647140503,17867.580078125,40.00696563720703,63.27525329589844,73.9104995727539,40.223819732666016,50.35835266113281,16.908281326293945,47.17805099487305,38.61408615112305,23.6939754486084,34.0424919128418,0.008257979527115822,0.1580752730369568,1.0963950157165527,2015-11-04,US,11,3.320893142294628,2.73709109508408
8802,27.55743980407715,15.451333045959473,1.6460000276565552,17863.4296875,39.889617919921875,63.07392883300781,74.17472076416016,40.21572494506836,49.93134307861328,16.977636337280273,47.23832321166992,38.41862869262695,23.602903366088867,33.74955749511719,0.008231130428612232,0.15808026492595673,1.0868029594421387,2015-11-05,US,11,3.3162725464776286,2.7376952809136132
8803,27.589340209960938,15.490667343139648,1.7389999628067017,17910.330078125,40.0250244140625,62.81129837036133,74.18383026123047,39.77894973754883,49.675140380859375,17.151010513305664,47.23832321166992,38.52060317993164,22.730131149291992,32.57009506225586,0.008218953385949135,0.15782329440116882,1.0883997678756714,2015-11-06,US,11,3.317429473842521,2.7402377356918346
8804,27.477670669555664,15.022000312805176,1.7359999418258667,17730.48046875,39.63686752319336,62.329811096191406,73.16339111328125,39.51203536987305,49.18408203125,16.963760375976562,46.876670837402344,38.257171630859375,22.5479793548584,32.6548957824707,0.008116883225739002,0.1576516181230545,1.0733413696289062,2015-11-09,US,11,3.313373699189219,2.7095158140869575
8805,26.61166000366211,14.433333396911621,1.7029999494552612,17758.2109375,39.375099182128906,62.75001907348633,73.8558578491211,39.6171875,49.290836334228516,17.040054321289062,46.8680534362793,37.976741790771484,22.790842056274414,32.94783401489258,0.008124995045363903,0.15742577612400055,1.0759514570236206,2015-11-10,US,11,3.2813494657444457,2.669540350745297
8806,26.46124267578125,14.60533332824707,1.718000054359436,17702.220703125,39.357032775878906,62.12845993041992,73.41850280761719,39.5605583190918,48.24467086791992,16.984569549560547,46.9283447265625,38.01923370361328,22.869768142700195,33.233062744140625,0.008124533109366894,0.15743568539619446,1.0737563371658325,2015-11-11,US,11,3.2756811218992605,2.6813867584650635
8807,26.37236976623535,14.196000099182129,1.718000054359436,17448.0703125,39.01401901245117,61.05170440673828,72.73515319824219,39.0267333984375,47.1486701965332,16.727962493896484,46.29115295410156,37.254432678222656,22.730131149291992,32.916996002197266,0.008146174252033234,0.15729452669620514,1.0762988328933716,2015-11-12,US,11,3.2723168623204866,2.652960241770875
8808,25.602073669433594,13.812666893005371,1.6699999570846558,17245.240234375,38.24673843383789,60.902889251708984,70.82179260253906,38.68701934814453,46.95653533935547,16.589250564575195,46.0844841003418,37.73031234741211,22.434141159057617,32.79365539550781,0.008159268647432327,0.15725000202655792,1.0815019607543945,2015-11-13,US,11,3.242673350917224,2.6255860619564957
